# name-stuff given names
# format: name|gender|frequency|tags
#
Arif|M|5|5
Arife|F|4|4
Arikan|M|1|1
Arise|F|1|1
Arkin|M?|2|2
Arlan|M|1|1
Armagan|M?|3|3
Arman|M|7|7
Arna|F|3|3
Aron|M|1|1
Arsen|M|4|4
Arslan|M|3|3
Artan|M|1|1
Artem|M|4|4
Artemiy|M|1|1
Artin|M|1|1
Artur|M|5|5
Artyom|M|4|4
Arystan|M|3|3
Arzi|M|1|1
Arzu|F|7|7
Asaf|M|1|1
Aschat|M|4|4
Asel|F|5|5
Aseliya|F|1|1
Asena|F|3|3
Ashat|M|4|4
Asil|M|1|1
Asim|M|4|4
Asime|F|1|1
Asiye|F|5|5
Askar|M|7|7
Asker|M|2|2
Askhat|M|5|5
Askin|M?|3|3
Aslan|M|5|5
Asli|F|5|5
Aslihan|F|4|4
Assan|M|4|4
Assel|F|8|8
Assem|F|5|5
Assemgul|F|4|4
Asset|M|5|5
Assija|F|4|4
Assiya|F|4|4
Assyl|U|3|3
Assylbek|M|4|4
Asuman|F|5|5
Asya|F|3|3
Asylbek|M|1|1
Ata|M|3|3
Atacan|M|1|1
Atagun|M|1|1
Atahan|M|1|1
Atakan|M|4|4
Atakhan|M|1|1
Atalay|M|3|3
Ataman|M|1|1
Atanur|M|1|1
Atay|M|1|1
Ates|M|1|1
Atif|M|1|1
Atila|M|3|3
Atilla|M|6|6
Atinc|M|1|1
Atiye|F|3|3
Avni|M|4|4
Aya|F|2|2
Ayan|M|5|5
Ayaz|M|2|2
Aybars|M|1|1
Aybek|F|2|2
Ayberk|M|2|2
Aybike|F?|2|2
Aybuke|F|3|3
Ayca|F|5|5
Aycan|F|4|4
Aycin|F|1|1
Ayda|F|2|2
Aydan|F|4|4
Aydin|M|7|7
Aydogan|M?|1|1
Ayfer|F|5|5
Aygul|F|3|3
Aygul|F|3|3
Aygun|F|2|2
Ayhan|M|7|7
Ayise|F|3|3
Aykan|M|2|2
Aykut|M|5|5
Ayla|F|6|6
Aylin|F|6|6
Aynur|F|7|7
Aynura|F|3|3
Aysan|F|1|1
Ayse|F|9|9
Aysegul|F|6|6
Aysel|F|7|7
Ayseli|F|2|2
Aysen|F|4|4
Ayseni|F|1|1
Aysenur|F|4|4
Ayser|F|2|2
Aysin|F|2|2
Aysu|F|2|2
Aysun|F|6|6
Aytac|U|4|4
Aytekin|M|3|3
Ayten|F|6|6
Aytul|F?|2|2
Aytun|M|1|1
Aytunc|M|1|1
Azam|M|2|2
Azamat|M|7|7
Azat|M|5|5
Azer|M|1|1
Azhar|M?|3|3
Azim|M|4|4
Azime|F|4|4
Aziz|M|6|6
Aziza|F|5|5
Azize|F|2|2
Azmi|M|2|2
Babur|M|1|1
Bachit|M|1|1
Bagdagul|F|3|3
Bagdat|M|5|5
Baha|M|2|2
Bahaddin|M|2|2
Bahadir|M|4|4
Bahar|F|5|5
Bahattin|M|3|3
Bahram|M|2|2
Bahri|M|3|3
Bahriye|F|4|4
Bahtiyar|M|1|1
Bakhtiyar|M|5|5
Bakhyt|U|4|4
Baki|M|3|3
Bakyt|M?|4|4
Bala|M|1|1
Baler|M|1|1
Balzhan|M|3|3
Banu|F|5|5
Baran|M|3|3
Barbaros|M|1|1
Baris|M|6|6
Bariscan|M|1|1
Barkin|M|1|1
Barlas|M|1|1
Bartu|M|2|2
Basak|F|5|5
Basar|M|2|2
Basri|M|2|2
Batihan|M|1|1
Batikan|M|1|1
Battal|M|2|2
Batu|M|1|1
Batuhan|M|3|3
Batur|M|1|1
Baturhan|M|2|2
Baurzhan|M|6|6
Bauyrzhan|M|5|5
Bayan|F|5|5
Bayram|M|6|6
Bedia|F|3|3
Bediha|F|1|1
Bedirhan|M|1|1
Bediya|F|1|1
Bedri|M|4|4
Bedriye|F|4|4
Bega|M|4|4
Begum|F|5|5
Behcet|M|3|3
Behice|F|2|2
Behiye|F|3|3
Behlul|M|1|1
Behzat|M|2|2
Beibut|M|4|4
Bekin|F|1|1
Bekir|M|6|6
Bekircan|M|1|1
Bektas|M|3|3
Bekzod|M|4|4
Belgin|F|5|5
Belkis|F|3|3
Bella|F|2|2
Belma|F|4|4
Benan|U|1|1
Bengi|F|2|2
Bengisu|F|3|3
Bengu|F|2|2
Bengul|F|2|2
Bengusu|F|2|2
Benhur|F|2|2
Bensu|F|3|3
Berat|M|3|3
Beren|F|2|2
Berfin|F|2|2
Berfu|F|3|3
Berik|M|5|5
Beril|F|4|4
Berivan|F|2|2
Berk|M|4|4
Berkan|M|2|2
Berkant|M|2|2
Berkay|M|3|3
Berke|M|2|2
Berkin|M|1|1
Berna|F|5|5
Berra|F|2|2
Berrak|F|1|1
Berrin|F|4|4
Besi|M|2|2
Besim|M|4|4
Besime|F|3|3
Besir|M|3|3
Beste|F|3|3
Besti|F|1|1
Beti|F|1|1
Betul|F|6|6
Beyazit|M|1|1
Beybut|M|3|3
Beyhan|F?|5|5
Beytullah|M|3|3
Beyza|F|5|5
Bihter|F|2|2
Bilal|M|5|5
Bilek|F|1|1
Bilge|F|5|5
Bilgehan|F?|3|3
Bilgen|F|2|2
Bilgi|F|3|3
Bilgin|M|3|3
Billur|F|2|2
Binali|M|1|1
Binnaz|F|3|3
Binnur|F|3|3
Bircan|F|4|4
Birgul|F|5|5
Birkan|M|1|1
Birol|M|5|5
Birsen|F|6|6
Birten|F|1|1
Bobur|M|5|5
Bogac|M|1|1
Bolat|M|5|5
Bolatbek|M|3|3
Bora|M|4|4
Boris|M|2|2
Botagoz|F|5|5
Botakoz|F|3|3
Botir|M|4|4
Bugra|M|4|4
Buket|F|4|4
Bulat|M|4|4
Bulbul|M|2|2
Bulent|M|7|7
Bulut|M|2|2
Bunyamin|M|3|3
Burak|M|6|6
Burakcan|M|1|1
Burcak|F?|2|2
Burcin|F|4|4
Burcu|F|6|6
Burhan|M|5|5
Burhanettin|M|1|1
Buse|F|5|5
Busra|F|5|5
Cabbar|M|1|1
Cafer|M|5|5
Cagatay|M|4|4
Cagdas|M|3|3
Cagin|M|2|2
Cagla|F|3|3
Caglar|M|4|4
Caglasu|F|2|2
Caglayan|M|3|3
Cagri|M|4|4
Cahide|F|3|3
Cahit|M|3|3
Can|M|7|7
Canalp|M|1|1
Canan|F|6|6
Canberk|M|2|2
Candan|F|3|3
Caner|M?|4|4
Cankut|M|1|1
Cano|M|1|1
Cansel|F|2|2
Canser|F?|1|1
Cansever|F|1|1
Cansin|F|3|3
Cansu|F|5|5
Cavidan|F|2|2
Cavide|F|2|2
Cavit|M|4|4
Cebrail|M|2|2
Celal|M|5|5
Celalettin|M|2|2
Celep|M|1|1
Celik|M|1|1
Celil|M|2|2
Cem|M|6|6
Cemal|M|6|6
Cemalettin|M|1|1
Cemil|M|5|5
Cemile|F|6|6
Cemre|F|5|5
Cenap|M|1|1
Cengiz|M|7|7
Cengizhan|M|2|2
Cenk|M|4|4
Cennet|F|4|4
Ceren|F|5|5
Cesur|M|3|3
Cetin|M|5|5
Cevahir|U|3|3
Cevat|M|4|4
Cevdet|M|4|4
Cevriye|F|2|2
Ceyda|F|3|3
Ceyhan|U|1|1
Ceyhun|M|3|3
Ceylan|F|3|3
Cezmi|M|1|1
Chinara|F|2|2
Chingiz|M|5|5
Chokan|M|3|3
Cicek|F|4|4
Cidem|F|2|2
Cigdem|F|6|6
Cihad|M|1|1
Cihan|M|5|5
Cihangir|M|2|2
Cihat|M|3|3
Cimen|F|3|3
Cinar|M|3|3
Constantin|M|1|1
Cosar|M|1|1
Coskun|M|4|4
Cuma|M|3|3
Cumali|M|2|2
Cumhur|M|3|3
Cuneyt|M|5|5
Daghan|M|1|1
Daler|M|1|1
Dalida|F|1|1
Dameliya|F|1|1
Damilja|F|4|4
Damilya|F|4|4
Damir|M|5|5
Damira|F|4|4
Damla|F|5|5
Dana|F|7|7
Danara|F|4|4
Daniar|M|4|4
Daniil|M|2|2
Danil|M|3|3
Danila|M|2|2
Daniyar|M|7|7
Dariga|F|4|4
Darija|F|3|3
Dariya|F|4|4
Darja|F|4|4
Darkhan|M|5|5
Darya|F|4|4
Daulet|M|5|5
Dauren|M|6|6
Daurenbek|M|3|3
David|M|2|2
Davron|M|4|4
Davut|M|5|5
Dayana|F|1|1
Dede|M|2|2
Defne|F|2|2
Deha|M|1|1
Demet|F|5|5
Demir|M|1|1
Demircan|M|1|1
Demirhan|M|1|1
Denis|M|7|7
Deniz|F?|8|8
Denizcan|M|1|1
Denizhan|M|1|1
Dervis|M|1|1
Dervishan|M|1|1
Derya|F?|7|7
Devran|M|1|1
Devrim|M|4|4
Diana|F|6|6
Dias|M|4|4
Dicle|F|2|2
Didar|M|1|1
Didem|F|5|5
Digdem|F|2|2
Dilan|F|4|4
Dilara|F|5|5
Dilaver|M|3|3
Dilay|F|2|2
Dilbar|F|1|1
Dilber|F|3|3
Dildora|F|4|4
Dilek|F|7|7
Dilfuza|F|4|4
Dilja|F|3|3
Dilmurat|M|1|1
Dilmurod|M|4|4
Dilnoza|F|4|4
Diloram|F|1|1
Dilsad|F|2|2
Dilshod|M|6|6
Dilya|F|4|4
Dilyana|F|1|1
Dilyara|F|4|4
Dina|F|7|7
Dinara|F|8|8
Dincer|M|3|3
Dinora|F|1|1
Diora|F|1|1
Diren|F|3|3
Direnc|M|1|1
Diyor|M|4|4
Djamila|F|2|2
Djamilya|F|3|3
Dmitri|M|6|6
Dmitrij|M|7|7
Dmitriy|M|7|7
Dmitry|M|3|3
Doga|F?|2|2
Dogac|M|1|1
Dogacan|M|1|1
Dogan|M|6|6
Dogancan|M|1|1
Dogu|M|1|1
Dogucan|M|1|1
Dogukan|M|2|2
Dogus|M|1|1
Dondu|F|6|6
Done|F|4|4
Doniyor|M|4|4
Donus|F|2|2
Doruk|M|2|2
Dorukan|M|1|1
Dorukhan|M|1|1
Dudu|F|5|5
Dundar|M|2|2
Dunya|F?|2|2
Duran|M|4|4
Durdane|F|3|3
Duriye|F|2|2
Duriye|F|1|1
Durmus|M|4|4
Dursine|F|1|1
Dursiye|F|1|1
Dursum|M|1|1
Dursun|M|5|5
Duru|F|2|2
Duygu|F?|5|5
Dzevdet|M|1|1
Ebru|F|7|7
Ebubekir|M|2|2
Ece|F|5|5
Ecem|F|4|4
Ecenur|F|2|2
Ecevit|M|1|1
Eda|F|5|5
Edibe|F|4|4
Edip|M|3|3
Ediz|M|3|3
Eduard|M|3|3
Efe|M|4|4
Efecan|M|1|1
Efekan|M|1|1
Efim|M|1|1
Efkan|M|2|2
Efsun|F?|1|1
Ege|F|3|3
Egecan|M|1|1
Egehan|M|1|1
Egemen|M|2|2
Ejder|M|1|1
Ekaterina|F|6|6
Ekber|M|1|1
Ekin|F|5|5
Ekmel|M|1|1
Ekrem|M|6|6
Ela|F|2|2
Elcin|M|3|3
Eldar|M|5|5
Eldor|M|4|4
Elena|F|8|8
Eleonora|F|4|4
Elez|M|1|1
Elif|F|8|8
Elife|F|3|3
Elina|F|5|5
Elja|F|2|2
Ella|F|4|4
Ellina|F|2|2
Elmas|F|5|5
Elmira|F|6|6
Elmurod|M|4|4
Elnara|F|2|2
Elsun|F|1|1
Elvan|F?|4|4
Elvin|M|2|2
Elvira|F|5|5
Elya|F|3|3
Elyas|M|1|1
Elza|F|2|2
Emek|M|2|2
Emel|F|6|6
Emil|M|2|2
Emiliya|F|1|1
Emin|M|6|6
Emine|F|8|8
Emir|M|4|4
Emirarslan|M|1|1
Emircan|M|1|1
Emirhan|M|1|1
Emrah|M|5|5
Emre|M|7|7
Emrecan|M|1|1
Emrehan|M|1|1
Emriye|F|3|3
Emrullah|M|3|3
Emsal|U|2|2
Ender|M|4|4
Enes|M|4|4
Engin|M|6|6
Enis|M|3|3
Enise|F|2|2
Enver|M|5|5
Eralp|M|1|1
Eray|M|3|3
Erbil|M|3|3
Ercan|M|6|6
Ercin|M|1|1
Ercument|M|3|3
Erdal|M|7|7
Erdem|M|5|5
Erdemir|M|1|1
Erden|M|1|1
Erdener|M|2|2
Erdinc|M|4|4
Erdogan|M|5|5
Eren|M|5|5
Erencan|M|1|1
Ergen|M|1|1
Ergin|M|4|4
Ergul|U|4|4
Ergun|M|5|5
Ergun|M|2|2
Erhan|M|6|6
Erik|M|2|2
Erim|M|1|1
Erinc|M|1|1
Erk|M|1|1
Erkal|M|1|1
Erkam|M|1|1
Erkan|M|6|6
Erkin|M|5|5
Erkut|M|1|1
Erlan|M|5|5
Erman|M|2|2
Erol|M|7|7
Ersan|M|3|3
Ersel|M|2|2
Ersen|M|1|1
Ersin|M|5|5
Ersoy|M|3|3
Ersun|M|1|1
Ertal|M|2|2
Ertan|M|5|5
Ertekin|M|1|1
Ertugrul|M|4|4
Ertunc|M|1|1
Erzhan|M|3|3
Esam|M|1|1
Esat|M|4|4
Ese|F|2|2
Esen|F|4|4
Esengul|F|2|2
Eser|M|3|3
Esin|F|5|5
Esma|F|5|5
Esmahan|F|1|1
Esmail|M|2|2
Esme|F|3|3
Esmehan|F|1|1
Esmihan|F|1|1
Esra|F|7|7
Esref|M|4|4
Etem|M|1|1
Ethem|M|3|3
Etkin|M|1|1
Eugenia|F|3|3
Eugenija|F|3|3
Eugeniya|F|3|3
Eva|F|3|3
Evda|F|1|1
Evelina|F|4|4
Evgeni|M|5|5
Evgenia|F|3|3
Evgeniy|M|4|4
Evgeniya|F|3|3
Evgeny|M|4|4
Evren|M?|4|4
Evrim|U|3|3
Eylem|F|4|4
Eylul|F|3|3
Eyup|M|4|4
Eyyup|M|3|3
Ezgi|F|6|6
Fadil|M|4|4
Fadime|F|6|6
Fahrettin|M|3|3
Fahri|M|5|5
Fahriye|F|4|4
Faik|M|4|4
Farangiz|F|3|3
Farhadbek|M|1|1
Farhod|M|5|5
Farid|M|2|2
Farida|F|5|5
Faris|M|2|2
Farrukh|M|2|2
Farrux|M|4|4
Faruk|M|6|6
Fatih|M|7|7
Fatime|F|4|4
Fatma|F|9|9
Fatos|F|3|3
Fauzia|F|3|3
Fazil|M|2|2
Fazile|F|2|2
Fazilet|F|3|3
Fazli|M|3|3
Fedai|M?|2|2
Fehim|M|1|1
Fehime|F|4|4
Fehmi|M|4|4
Ferah|F|3|3
Ferat|M|2|2
Feray|F|3|3
Ferda|F?|4|4
Ferdane|F|1|1
Ferdi|M|5|5
Ferhan|M|4|4
Ferhat|M|6|6
Feridan|F|1|1
Feride|F|4|4
Feridun|M|3|3
Feriha|F|4|4
Ferihan|F|2|2
Feristah|F|2|2
Ferit|M|3|3
Fermo|M|1|1
Ferruh|M|2|2
Ferudun|M|2|2
Feruza|F|6|6
Feryal|F|2|2
Fethi|M|3|3
Fethiye|F|3|3
Fethullah|M|1|1
Feti|M|2|2
Fetih|M|1|1
Fettah|M|2|2
Fetullah|M|2|2
Fevzi|M|4|4
Fevziye|F|2|2
Feyyaz|M|1|1
Feyza|F|4|4
Feyzi|M|2|2
Feyzullah|M|3|3
Feza|M|1|1
Fidan|F|4|4
Figen|F|5|5
Fikret|M|5|5
Fikri|M|3|3
Fikriye|F|4|4
Filiz|F|7|7
Firat|M|4|4
Firatcan|M|1|1
Firdevs|F|5|5
Firuz|M|4|4
Firuza|F|3|3
Firyuza|F|1|1
Fitnat|F|1|1
Fitnete|F|1|1
Fuat|M|5|5
Fugen|F|1|1
Fulden|F|2|2
Fulya|F|4|4
Funda|F|6|6
Furkan|M|4|4
Furkat|M|4|4
Fusun|F|5|5
Gaini|F|4|4
Gaisa|F|1|1
Gala|F|2|2
Gali|F|3|3
Galib|M|1|1
Galija|F|2|2
Galina|F|7|7
Galinka|F|1|1
Galip|M|2|2
Galiya|F|5|5
Galja|F|2|2
Galya|F|2|2
Galym|M|5|5
Galymzhan|M|5|5
Gamze|F|6|6
Gani|M|5|5
Ganimet|F|2|2
Garik|M|2|2
Garip|M|2|2
Gaukhar|F|6|6
Gayane|F|2|2
Gazanfer|M|2|2
Gazi|M|3|3
Gaziz|M|4|4
Genadi|M|2|2
Gencay|M|1|1
Gencay|M|1|1
Gencer|M|1|1
Gennadij|M|4|4
Gennadiy|M|5|5
Georgij|M|2|2
Georgiy|M|3|3
German|M|2|2
Giray|M|1|1
Giyasettin|M|1|1
Gizem|F|6|6
Gokalp|M|2|2
Gokay|M|3|3
Gokben|F|2|2
Gokberk|M|1|1
Gokcan|M|1|1
Gokce|U|3|3
Goker|M|1|1
Gokhan|M|6|6
Gokhun|M|1|1
Gokmen|M|2|2
Goksan|M?|1|1
Goksel|M|3|3
Goksen|U|1|1
Goksu|F|3|3
Gokten|M?|1|1
Goktug|M|2|2
Gokturk|M|1|1
Gonca|F|5|5
Gonul|F|5|5
Gorkem|M?|3|3
Gozde|F|5|5
Grigori|M|2|2
Grigorij|M|2|2
Grigoriy|M|3|3
Guclu|M|1|1
Gul|F|6|6
Gulam|M|2|2
Gulan|F|1|1
Gulay|F|7|7
Gulbahar|F|4|4
Gulbanu|F|5|5
Gulbeyaz|F|2|2
Gulcan|F|6|6
Gulce|F|3|3
Gulcihan|F|2|2
Gulcin|F|4|4
Guldal|F|2|2
Guldane|F|4|4
Gulden|F|4|4
Guldeniz|F|2|2
Gulderen|F|4|4
Gulen|F|2|2
Gulendam|F|2|2
Gulender|F|2|2
Gulengul|F|2|2
Guler|F|5|5
Guleser|F|3|3
Gulfem|F|1|1
Gulfer|F|2|2
Gulfidan|F|2|2
Gulgun|F|2|2
Gulhan|F|5|5
Gulhanim|F|3|3
Gulhatun|F|2|2
Gulhayo|F|3|3
Gulin|F|2|2
Gulistan|F|4|4
Guliz|F|2|2
Gulizar|F|3|3
Gulja|F|4|4
Guller|F|2|2
Gullu|F|5|5
Gulluzar|F|2|2
Gulmira|F|6|6
Gulnar|F|6|6
Gulnara|F|7|7
Gulnaz|F|4|4
Gulnaz|F|4|4
Gulnora|F|3|3
Gulnur|F|4|4
Gulnur|F|4|4
Gulperi|F|2|2
Gulriz|F|1|1
Gulsah|F|4|4
Gulsen|F|6|6
Gulser|F|3|3
Gulseren|F|5|5
Gulseven|F|2|2
Gulsevim|F|2|2
Gulshara|F|4|4
Gulshat|F|3|3
Gulsin|F|1|1
Gulsina|F|1|1
Gulsu|F|1|1
Gulsum|F|2|2
Gulsum|F|5|5
Gulsun|F|2|2
Gultekin|M|4|4
Gulten|F|6|6
Gulumser|F|3|3
Gulusen|F|1|1
Gulustan|F|4|4
Guluzar|F|5|5
Gulya|F|4|4
Gulzada|F|3|3
Gulzamira|F|1|1
Gulzat|F|3|3
Gulzhan|F|5|5
Gulzhazira|F|3|3
Gunay|U|5|5
Gunce|F|1|1
Gunduz|M?|3|3
Guner|U|3|3
Gunes|M?|3|3
Guney|M?|3|3
Gungor|M?|4|4
Gunhan|M|1|1
Gunnur|F|1|1
Gunsel|F|2|2
Gunseli|F|2|2
Guram|M|2|2
Guray|M|2|2
Gurbet|U|1|1
Gurbuz|M|1|1
Gurcan|U|3|3
Gurcu|F?|1|1
Gurel|M|1|1
Gurhan|M|3|3
Gurkan|M|4|4
Gurman|M|2|2
Gurol|M|1|1
Gursel|M?|4|4
Gursoy|M|1|1
Guven|M|4|4
Guvenc|M|1|1
Guzel|F|3|3
Guzide|F|2|2
Guzin|F|3|3
Habib|M|3|3
Habiba|F|2|2
Habibe|F|4|4
Habip|M|3|3
Hacer|F|6|6
Haci|M|5|5
Hadice|F|3|3
Hafize|F|4|4
Hakan|M|7|7
Hakancan|M|1|1
Hakime|F|2|2
Hakki|M|5|5
Haldun|M|1|1
Hale|F|4|4
Halide|F|3|3
Halil|M|7|7
Halim|M|3|3
Halima|F|2|2
Halime|F|4|4
Halis|M|4|4
Halise|F|3|3
Halit|M|5|5
Haluk|M|4|4
Hamdi|M|5|5
Hamdiye|F|2|2
Hami|M|1|1
Hamide|F|5|5
Hamidiye|F|2|2
Hamit|M|4|4
Hamiyet|F|2|2
Hamza|M|5|5
Han|M|2|2
Handan|F|4|4
Hande|F|4|4
Hanif|M|1|1
Hanife|F|6|6
Hanifi|M|3|3
Hanim|F|5|5
Harika|F|2|2
Harun|M|5|5
Hasan|M|8|8
Hasancan|M|1|1
Hasbi|M|2|2
Hasibe|F|4|4
Hasim|M|3|3
Hasret|F|3|3
Hatay|M|2|2
Hatem|M|2|2
Hatice|F|9|9
Hatun|F|4|4
Havasxon|F|5|5
Havva|F|7|7
Hayat|U|3|3
Hayati|M|4|4
Haydar|M|5|5
Hayrani|U|2|2
Hayrettin|M|4|4
Hayri|M|4|4
Hayriye|F|5|5
Hayrul|M|2|2
Hayrulla|M|4|4
Hayrullah|M|2|2
Hazal|F|4|4
Hazan|F|1|1
Hazar|M|1|1
Hediye|F|5|5
Helen|F|1|1
Helin|F|2|2
Hicran|F|4|4
Hidayet|M?|4|4
Hidir|M|4|4
Hikmet|M|6|6
Hilal|F|6|6
Hilmi|M|4|4
Himmet|M|3|3
Hizir|M|3|3
Hristina|F|1|1
Hudaye|F|1|1
Hudayi|M|1|1
Hudoishukur|M|4|4
Hulisi|M|1|1
Hulusi|M|3|3
Hulya|F|8|8
Huma|F|1|1
Humeyra|F|2|2
Hun|M|1|1
Huner|F|1|1
Hunkar|M?|2|2
Huri|F|2|2
Huriye|F|5|5
Hurrem|F|1|1
Hurriyet|F|3|3
Hurshid|M|4|4
Hursit|M|2|2
Hursut|M|2|2
Husamettin|M|2|2
Huseyin|M|8|8
Husne|F|4|4
Husnida|F|3|3
Husniye|F|4|4
Husnu|M|3|3
Husnuye|F|2|2
Husrev|M|1|1
Ida|F|2|2
Idris|M|2|2
Iftadiye|F|1|1
Igor|M|7|7
Ildar|M|5|5
Ilgin|F|3|3
Ilhom|M|4|4
Ilja|M|2|2
Ilkan|M|1|1
Ilmira|F|4|4
Ilona|F|2|2
Ilya|M|5|5
Ilyas|M|5|5
Iman|M?|3|3
Inabat|F|3|3
Inara|F|4|4
Indira|F|6|6
Inessa|F|5|5
Inga|F|2|2
Inna|F|5|5
Iosif|M|2|2
Iraida|F|2|2
Irina|F|9|9
Irmak|F|2|2
Iroda|F|4|4
Iroshka|F|3|3
Isik|F|4|4
Isil|F|4|4
Isilay|F|3|3
Isin|F|1|1
Iskander|M|4|4
Iskender|M|2|2
Islam|M|5|5
Ismahan|F|2|2
Ismat|M|2|2
Itir|M|2|2
Ivan|M|6|6
Izzat|F|2|2
Jadviga|F|1|1
Jahan|F|2|2
Jahongir|M|5|5
Jale|F|5|5
Jaloliddin|M|4|4
Jamila|F|2|2
Jamilya|F|4|4
Jamshed|M|2|2
Jamshid|M|5|5
Jana|F|4|4
Janar|M|3|3
Janat|F|3|3
Janek|M|1|1
Janna|F|4|4
Jasur|M|4|4
Jekaterina|F|6|6
Jelena|F|8|8
Jennet|F|4|4
Jerlan|M|5|5
Jevgeni|M|5|5
Jevgenia|F|6|6
Jevgenij|M|5|5
Jevgenija|F|6|6
Jewgenij|M|5|5
Jeyhun|M|4|4
Jinan|F|1|1
Julia|F|8|8
Julide|F|2|2
Julide|F|2|2
Julija|F|7|7
Juliya|F|4|4
Juri|M|5|5
Jurij|M|5|5
Jusup|M|1|1
Jyldyz|F|1|1
Kaan|M|5|5
Kader|U|4|4
Kadir|M|6|6
Kadircan|M|1|1
Kadri|M|3|3
Kadriye|F|6|6
Kagan|M|2|2
Kahraman|M|2|2
Kairat|M|7|7
Kaisar|M|3|3
Kaissar|M|3|3
Kalender|M|1|1
Kamber|M|2|2
Kambiz|M|1|1
