id	headword	subject_type	vol	fascicle	date	col1	col2	colspan	author1	author2	author3	author4	entry_type	scan	Wikidata	FactGrid	Mythogram	redirect_target	remarks
RLM00022	Abderos	character	1.1	1	1884	2	3	2	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/1/mode/1up					
RLM00023	Abellio	deity	1.1	1	1884	3		3	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00024	Abeona	deity	1.1	1	1884	3		3	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00025	Abia	character	1.1	1	1884	3		3	Roscher	Schreiber			article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00026	Abinius	deity	1.1	1	1884	3		3	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00027	Ableros	character	1.1	1	1884	3		3	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00028	Abnoba Diana	deity	1.1	1	1884	3		3	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00029	Abobas	deity	1.1	1	1884	3		3	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00030	Absyrtos	character	1.1	1	1884	3	4	3	Roscher	Seeliger			article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00031	Abundantia	deity	1.1	1	1884	4		4	Wissowa				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00032	Acacallis, Acantho		1.1	1	1884	4		4					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up				Akakallis, Akantho	
RLM00033	Acca 1	deity	1.1	1	1884	4	6	4	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/2/mode/1up					
RLM00034	Acca 2	character	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00035	Acestes		1.1	1	1884	6		6					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up				Akestes	
RLM00036	Achaios	character	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00037	Achareus	character	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00038	Achates 1	character	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00039	Achates 2	character	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00040	Acheles	character	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00041	Acheletides	collective_deity	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00042	Acheloides 1	collective_deity	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00043	Acheloides 2	collective_deity	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00044	Acheloides 3	collective_deity	1.1	1	1884	6		6	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00045	Acheloos	deity	1.1	1	1884	6	9	6	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/3/mode/1up					
RLM00046	Achēmĕnides	character	1.1	1	1884	9		9	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/5/mode/1up					
RLM00047	Acheron 1	river	1.1	1	1884	9	11	9–11	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/5/mode/1up					
RLM00048	Acheron 2	character	1.1	1	1884	11		11	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/6/mode/1up					
RLM00049	Acherusia		1.1	1	1884	11		11					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/6/mode/1up				Acheron	
RLM00050	Achilleus	character	1.1	1	1884	11	66	11–66	Fleischer	Roscher			article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/6/mode/1up					
RLM00051	Achlys	deity	1.1	1	1884	66		66	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/33/mode/1up					
RLM00052	Acionna	deity	1.1	1	1884	66		66	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/33/mode/1up					
RLM00053	Acis		1.1	1	1884	66		66					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/33/mode/1up				Akis	
RLM00054	Acoetes 1	character	1.1	1	1884	66		66	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/33/mode/1up					
RLM00055	Acoetes 2	character	1.1	1	1884	66		66	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/33/mode/1up					
RLM00056	Adad	deity	1.1	1	1884	66		66	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/33/mode/1up					
RLM00057	Adamas	character	1.1	1	1884	66		66	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/33/mode/1up					
RLM00058	Adanos	character	1.1	1	1884	66		66	SchultzA				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/33/mode/1up					
RLM00059	Addus	deity	1.1	1	1884	67		67	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up					
RLM00060	Adeona	deity	1.1	1	1884	67		67	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up					
RLM00061	Adephagia	deity	1.1	1	1884	67		67	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up					
RLM00062	Adferenda		1.1	1	1884	67		67					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up				Indigitamenta	
RLM00063	Adganae deae	collective_deity	1.1	1	1884	67		67	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up					
RLM00064	Adiante	character	1.1	1	1884	67		67	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up					
RLM00065	Admete 1	deity	1.1	1	1884	67		67	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up					
RLM00066	Admete 2	character	1.1	1	1884	67		67	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up					
RLM00067	Admete 3	character	1.1	1	1884	67	68	67–68	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up					
RLM00068	Admetos 1	character	1.1	1	1884	68	69	68–69	Engelmann	Roscher			article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/34/mode/1up					
RLM00069	Admetos 2	character	1.1	1	1884	69		69	Engelmann				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/35/mode/1up					
RLM00070	Adolenda	deity	1.1	1	1884	69		69	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/35/mode/1up					
RLM00071	Adon		1.1	1	1884	69		69					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/35/mode/1up				Adonis	
RLM00072	Adoneus		1.1	1	1884	69		69	Roscher				cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/35/mode/1up				Adonis	
RLM00073	Adonis	character	1.1	1	1884	69	77	69–77	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/35/mode/1up					
RLM00074	Adranos	deity	1.1	1	1884	77		77	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/39/mode/1up					
RLM00075	Adraste	character	1.1	1	1884	77		77	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/39/mode/1up					
RLM00076	Adrasteia 1	deity	1.1	1	1884	77	78	77–78	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/39/mode/1up					
RLM00077	Adrasteia 2	character	1.1	1	1884	78		78	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/39/mode/1up					
RLM00078	Adrastia	deity	1.1	1	1884	78		78	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/39/mode/1up					
RLM00079	Adrastos 1	character	1.1	1	1884	78	82	78–82	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/39/mode/1up					
RLM00080	Adrastos 2	character	1.1	1	1884	82		82	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/41/mode/1up					
RLM00081	Adrastos 3	character	1.1	1	1884	82	83	82–83	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/41/mode/1up					
RLM00082	Adrastos 4	character	1.1	1	1884	83		83	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00083	Adrastos 5	character	1.1	1	1884	83		83	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00084	Adrastos 6	character	1.1	1	1884	83		83	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00085	Adrastos 7	character	1.1	1	1884	83		83	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00086	Adrias	character	1.1	1	1884	83		83	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00087	Adristas	character	1.1	1	1884	83		83	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00088	Adryades	collective_deity	1.1	1	1884	83		83	Roscher				cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up				Nymphai	identified with Hamadryades
RLM00089	Adrymes	character	1.1	1	1884	83		83	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00090	Adsalluta	deity	1.1	1	1884	83		83	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00091	Adyte	character	1.1	1	1884	83		83	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00092	Aea		1.1	1	1884	83		83					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up				Aia	
RLM00093	Aecetia		1.1	1	1884	83		83					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up				Aequitas	
RLM00094	Aecorna		1.1	1	1884	83		83					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up				Aequorna	
RLM00095	Aëdon	character	1.1	1	1884	83	85	83–85	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/42/mode/1up					
RLM00096	Aëdon 2	deity	1.1	1	1884	85		85	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00097	Aegiamunniaegus	deity	1.1	1	1884	85		85	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00098	Aëlla	character	1.1	1	1884	85	86	85–86	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00099	Aëllo 1	creature	1.1	1	1884	86		86	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00100	Aëllo 2	dog	1.1	1	1884	86		86	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00101	Aëllopus 1	epithet	1.1	1	1884	86		86	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00102	Aëllopus 2	creature	1.1	1	1884	86		86	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00103	Aelmanius (?)	deity	1.1	1	1884	86		86	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00104	Aeneas		1.1	1	1884	86		86					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up				Aineias	
RLM00105	Aenesii	collective_character	1.1	1	1884	86		86	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00106	Aequitas	deity	1.1	1	1884	86		86	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00107	Aequorna	deity	1.1	1	1884	86		86	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00108	Aeracura	deity	1.1	1	1884	86	87	86–87	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/43/mode/1up					
RLM00109	Aëria	character	1.1	1	1884	87		87	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00110	Aernus	deity	1.1	1	1884	87		87	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00111	Aërope 1	character	1.1	1	1884	87	88	87–88	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00112	Aërope 2	character	1.1	1	1884	88		88	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00113	Aërope 3	character	1.1	1	1884	88		88	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00114	Aëropos 1	character	1.1	1	1884	88		88	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00115	Aëropos 2	character	1.1	1	1884	88		88	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00116	Aesculanus	deity	1.1	1	1884	88		88	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00117	Aesculapius		1.1	1	1884	88		88					cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up				Asklepios	
RLM00118	Aeterna	epithet	1.1	1	1884	88		88	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00119	Aeternitas	deity	1.1	1	1884	88		88	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00120	Aeternus	epithet	1.1	1	1884	88		88	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/44/mode/1up					
RLM00121	Aëthlios	character	1.1	1	1884	89		89	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/45/mode/1up					
RLM00122	Afer	character	1.1	1	1884	89		89	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/45/mode/1up					
RLM00123	Afferenda		1.1	1	1884	89		89	Roscher				cross-reference	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/45/mode/1up				Adferenda	
RLM00124	Agakles	character	1.1	1	1884	89		89	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/45/mode/1up					
RLM00125	Agamede 1	character	1.1	1	1884	89		89	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/45/mode/1up					
RLM00126	Agamede 2	character	1.1	1	1884	89		89	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/45/mode/1up					
RLM00127	Agamedes	character	1.1	1	1884	89	90	89–90	Bernhard				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/45/mode/1up					
RLM00128	Agamemnon	character	1.1	1	1884	90	97	90–97	Furtwängler	Roscher			article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/45/mode/1up					
RLM00129	Agamestor	character	1.1	1	1884	97	98	97–98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00130	Aganippe 1	nymph	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00131	Aganippe 2	character	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00132	Aganippe 3	character	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00133	Aganippis	epithet	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00134	Aganippos	character	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00135	Aganos	character	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00136	Agapenor	character	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00137	Agaptolemos	character	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00138	Agasthenes	character	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00139	Agastrophos	character	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00140	Agathippe	character	1.1	1	1884	98		98	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00141	Agathodaimon	deity	1.1	1	1884	98	99	98–99	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/49/mode/1up					
RLM00142	Agathon 1	character	1.1	1	1884	99		99	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/50/mode/1up					Zählung
RLM00143	Agathyrnos	character	1.1	1	1884	99		99	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/50/mode/1up					
RLM00144	Agathyrsos	character	1.1	1	1884	99		99	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/50/mode/1up					
RLM00145	Agaue 1	deity	1.1	1	1884	99		99	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/50/mode/1up					
RLM00146	Agaue 2	character	1.1	1	1884	99		99	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/50/mode/1up					
RLM00147	Agaue 3	character	1.1	1	1884	99		99	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/50/mode/1up					
RLM00148	Agaue 4	character	1.1	1	1884	99		99	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/50/mode/1up					
RLM00149	Agaue 5	character	1.1	1	1884	99	100	99–100	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/50/mode/1up					
RLM00150	Agdistis	character	1.1	1	1884	100	101	100–101	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/50/mode/1up					
RLM00151	Agelaos 1	character	1.1	1	1884	101		101	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00152	Agelaos 2	character	1.1	1	1884	101	102	101–102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00153	Agelaos 3	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00154	Agelaos 4	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00155	Agelaos 5	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00156	Agelaos 6	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00157	Agelaos 7	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00158	Agelaos 8	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00159	Agelaos 9	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00160	Agelaos 10	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00161	Agelaos 11	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00162	Agelos	character	1.1	1	1884	102		102	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00163	Agenor 1	character	1.1	1	1884	102	103	102–103	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/51/mode/1up					
RLM00164	Agenor 2	character	1.1	1	1884	103		103	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00165	Agenor 3	character	1.1	1	1884	103		103	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00166	Agenor 4	character	1.1	1	1884	103		103	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00167	Agenor 5	character	1.1	1	1884	103		103	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00168	Agenor 6	character	1.1	1	1884	103		103	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00169	Agenor 7	character	1.1	1	1884	103	104	103–104	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00170	Agenor 8	character	1.1	1	1884	104		104	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00171	Agenor 9	character	1.1	1	1884	104		104	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00172	Agenor 10	character	1.1	1	1884	104		104	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00173	Agenor 11	character	1.1	1	1884	104		104	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00174	Agenor 12	character	1.1	1	1884	104		104	Stoll				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00175	Agenorides 1	epithet	1.1	1	1884	104		104	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00176	Agenorides 2	epithet	1.1	1	1884	104		104	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00177	Agenorides 3	epithet	1.1	1	1884	104		104	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00178	Agenorides 4	epithet	1.1	1	1884	104		104	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00179	Agenoria	deity	1.1	1	1884	104		104	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00180	Agestas	character	1.1	1	1884	104		104	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00181	Agganaicus	epithet	1.1	1	1884	104		104	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00182	Agho deus	deity	1.1	1	1884	104	105	104–105	Steuding				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/52/mode/1up					
RLM00183	Aglaïa 1	deity	1.1	1	1884	105		105	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/53/mode/1up					
RLM00184	Aglaïa 2	character	1.1	1	1884	105		105	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/53/mode/1up					
RLM00185	Aglaïa 3	character	1.1	1	1884	105		105	Roscher				article	https://www.archive.org/details/ausfhrlicheslexi11rosc/page/53/mode/1up					
