# name-stuff given names
# format: name|gender|frequency|tags
#
Behar|M|4|4
Behare|F|2|2
Bejkush|M|1|1
Bejo|M|3|3
Bejushe|F|1|1
Bekim|M|4|4
Bektash|M|3|3
Belina|F|2|2
Belul|M|3|3
Benet|M|1|1
Beniamin|M|3|3
Beqir|M|5|5
Berta|F|1|1
Berti|M|3|3
Besa|F|3|3
Besar|M|4|4
Besarta|F|3|3
Besfort|M|1|1
Beshir|M|3|3
Besian|M|1|1
Besiana|F|3|3
Besim|M|5|5
Besjan|M|2|2
Besjana|F|4|4
Besmir|M|6|6
Besmira|F|4|4
Besnik|M|7|7
Besnike|F|2|2
Bestar|M|1|1
Betim|M|1|1
Bexhet|M|4|4
Bilal|M|3|3
Bilbil|M|3|3
Binak|M|2|2
Bleda|F|1|1
Bledar|M|6|6
Bledi|M|2|2
Bledian|M|1|1
Bledion|M|2|2
Blendi|M|4|4
Blerim|M|4|4
Blerina|F|7|7
Blerta|F|6|6
Boco|M|1|1
Bora|F|3|3
Borana|F|3|3
Borian|M|1|1
Borina|F|1|1
Boris|M|3|3
Brahim|M|3|3
Briken|M|1|1
Brikena|F|5|5
Brikene|F|1|1
Brisilda|F|3|3
Brunilda|F|7|7
Bujar|M|7|7
Bukurie|F|6|6
Bukurije|F|2|2
Bukurosh|M|1|1
Bukuroshe|F|1|1
Burbuqe|F|5|5
Burhan|M|4|4
Burim|M|2|2
Cajup|M|1|1
Caush|M|3|3
Celik|M|1|1
Cen|U|1|1
Cena|F|1|1
Cerciz|M|3|3
Cezar|M|1|1
Ciljeta|F|1|1
Clirim|M|3|3
Cune|F|1|1
Cvetan|M|1|1
Cyme|F|1|1
Dafina|F|2|2
Dalip|M|4|4
Dallendyshe|F|3|3
Dane|M|1|1
Daniel|M|4|4
Daniela|F|5|5
Danjela|F|4|4
Dardan|M|3|3
Darien|M|1|1
Darvin|M|1|1
Dasantila|F|1|1
Dasara|F|1|1
Dashamir|M|5|5
Dashamira|F|2|2
Dashnor|M|5|5
Dashuri|F|2|2
Dashurie|F|2|2
Daut|M|4|4
David|M|3|3
Davida|F|1|1
Dede|M|2|2
Defrim|M|4|4
Delina|F|1|1
Demir|M|4|4
Demosten|M|1|1
Demush|M|1|1
Denada|F|5|5
Denis|M|5|5
Denisa|F|6|6
Dervish|M|3|3
Deshira|F|4|4
Detjon|M|1|1
Detjona|F|1|1
Devis|M|3|3
Devleta|F|1|1
Dhimiter|M|6|6
Dhimitra|F|3|3
Dhimitraq|M|6|6
Dhimosten|M|2|2
Dhiogjen|M|1|1
Dhori|M|4|4
Dhurata|F|7|7
Diana|F|7|7
Didar|M|1|1
Diella|F|1|1
Dife|F|1|1
Diftir|M|2|2
Dila|F|1|1
Dilaver|M|5|5
Dile|F|1|1
Dini|F|1|1
Dion|M|1|1
Ditbardh|M|1|1
Ditmir|M|1|1
Dituri|F|1|1
Djana|F|1|1
Dode|M|4|4
Donald|M|4|4
Donika|F|7|7
Dorian|M|5|5
Doriana|F|3|3
Dorina|F|7|7
Dorjan|M|4|4
Dorjana|F|3|3
Dragobie|F|1|1
Drejtori|M|3|3
Drilon|M|3|3
Drilona|F|3|3
Drini|M|3|3
Drita|F|8|8
Dritan|M|7|7
Dritana|F|1|1
Driton|M|3|3
Duke|F|3|3
Dule|F|2|2
Durim|M|5|5
Durime|F|1|1
Dylaver|M|3|3
Dylber|M|1|1
Dylbere|F|4|4
Eda|F|3|3
Edgar|M|2|2
Edi|M|3|3
Edip|M|1|1
Edison|M|4|4
Edite|F|1|1
Edlir|M|3|3
Edlira|F|7|7
Edmond|M|8|8
Edmonda|F|3|3
Edon|M|1|1
Edona|F|2|2
Edrina|F|1|1
Eduard|M|5|5
Eduart|M|6|6
Edvin|M|3|3
Efterpi|F|1|1
Egert|M|1|1
Eglantina|F|6|6
Ejona|F|3|3
Ejup|M|4|4
Eko|M|1|1
Ekrem|M|1|1
Elda|F|5|5
Eldar|M|1|1
Elena|F|4|4
Eleni|F|6|6
Elerte|F|1|1
Elez|M|3|3
Elfrida|F|3|3
Elham|F|1|1
Eli|U|3|3
Elian|M|1|1
Eliana|F|4|4
Elida|F|7|7
Elidon|M|3|3
Elidona|F|1|1
Elinda|F|1|1
Elinor|F|2|2
Elio|M|1|1
Elira|F|4|4
Elis|M|4|4
Elisa|F|3|3
Elisabeta|F|5|5
Eliverta|F|3|3
Eljon|M|4|4
Eljona|F|3|3
Elma|F|3|3
Elmaz|M|4|4
Elmaze|F|2|2
Elmir|M|1|1
Elmira|F|1|1
Elona|F|7|7
Elsa|F|6|6
Eltion|M|2|2
Elton|M|7|7
Elvan|M|1|1
Elvana|F|6|6
Elvi|F|1|1
Elvin|M|3|3
Elvina|F|2|2
Elvira|F|6|6
Elvis|M|5|5
Elvisa|F|1|1
Ema|F|3|3
Emanuela|F|5|5
Embrulla|F|1|1
Emil|M|4|4
Emiliano|M|2|2
Emiljan|M|1|1
Emiljana|F|1|1
Emin|M|4|4
Emine|F|4|4
Emini|M|2|2
Emir|M|1|1
Emira|F|2|2
Emirjon|M|3|3
Emirjona|F|1|1
Emri|M|1|1
Emrush|M|1|1
Endri|M|5|5
Endrit|M|5|5
Endrita|F|1|1
Enea|F|4|4
Eneida|F|4|4
Enela|F|1|1
Enes|M|2|2
Engjell|M|5|5
Engjellushe|F|7|7
Eniana|F|1|1
Enid|M|1|1
Enida|F|3|3
Enio|M|1|1
Enis|M|2|2
Enisa|F|1|1
Enkel|M|3|3
Enkela|F|1|1
Enkeleda|F|6|6
Enkelejd|M|2|2
Enkelejda|F|6|6
Enno|M|1|1
Eno|M|2|2
Enrik|M|3|3
Enriketa|F|1|1
Entela|F|6|6
Enton|M|3|3
Entonio|M|1|1
Enver|M|7|7
Envere|F|1|1
Eqerem|M|5|5
Era|F|1|1
Erald|M|5|5
Eralda|F|4|4
Eraldo|M|1|1
Erand|M|2|2
Eranda|F|4|4
Erblin|M|1|1
Erblina|F|2|2
Erda|F|1|1
Erdet|M|1|1
Erdit|M|2|2
Erdita|F|1|1
Ergys|M|4|4
Eri|M|1|1
Erida|F|3|3
Eridjona|F|1|1
Erina|F|1|1
Erind|M|3|3
Erinda|F|4|4
Eriola|F|5|5
Erion|M|6|6
Eriona|F|3|3
Eris|M|4|4
Erisa|F|3|3
Eriseld|M|2|2
Eriselda|F|4|4
Erjeta|F|1|1
Erjol|M|1|1
Erjola|F|4|4
Erjon|M|6|6
Erjona|F|4|4
Erkand|M|1|1
Erkanda|F|1|1
Erlinda|F|3|3
Erlis|M|1|1
Ermal|M|6|6
Ermelinda|F|5|5
Ermir|M|5|5
Ermira|F|7|7
Ermond|M|1|1
Ermonela|F|2|2
Ernald|M|1|1
Ernest|M|3|3
Eron|M|2|2
Erona|F|1|1
Eror|M|1|1
Ersela|F|3|3
Ersida|F|3|3
Ertil|M|1|1
Ertila|F|1|1
Ervehe|F|5|5
Ervin|M|7|7
Ervis|M|5|5
Ervisa|F|3|3
Erza|F|1|1
Esat|M|5|5
Esma|F|4|4
Esmeralda|F|6|6
Esmira|F|1|1
Estela|F|3|3
Estevan|M|1|1
Estref|M|3|3
Ethem|M|4|4
Etleva|F|7|7
Eugen|M|3|3
Eva|F|6|6
Evda|F|1|1
Evelina|F|1|1
Evis|M|4|4
Evisa|F|3|3
Evteka|F|1|1
Fabiola|F|4|4
Fabjola|F|3|3
Fadil|M|5|5
Fadile|F|1|1
Fahri|M|3|3
Faik|M|6|6
Fane|M|1|1
Fari|M|2|2
Farie|F|4|4
Farudin|M|4|4
Faruk|M|4|4
Fatbardh|M|3|3
Fatbardha|F|7|7
Fatime|F|3|3
Fation|M|4|4
Fationa|F|2|2
Fatjon|M|5|5
Fatjona|F|4|4
Fatlinda|F|1|1
Fatlum|M|1|1
Fatma|F|1|1
Fatmir|M|8|8
Fatmira|F|7|7
Faton|M|1|1
Fatos|M|6|6
Fatri|M|3|3
Fehmi|M|3|3
Feim|M|3|3
Fejzi|M|5|5
Fejzo|M|4|4
Fejzulla|M|1|1
Feliks|M|2|2
Femi|M|2|2
Ferat|M|3|3
Ferdi|M|3|3
Ferdinand|M|4|4
Ferdinant|M|4|4
Ferhat|M|3|3
Ferial|F|1|1
Ferid|M|3|3
Feride|F|4|4
Ferit|M|4|4
Festim|M|2|2
Feta|F|1|1
Fetah|F|3|3
Feti|M|3|3
Fetie|F|2|2
Fetulla|M|1|1
Fikrie|F|1|1
File|F|4|4
Filip|M|4|4
Filloreta|F|4|4
Fioralba|F|3|3
Fiqiret|M|3|3
Fiqirete|F|6|6
Fiqiri|M|4|4
Firdes|F|1|1
Fisnik|M|5|5
Fitim|M|5|5
Fitnete|F|2|2
Fitor|M|1|1
Fitore|F|1|1
Fjodor|M|3|3
Fjoralba|F|3|3
Fjorda|F|1|1
Fjorela|F|1|1
Fjorentina|F|1|1
Flamur|M|6|6
Flora|F|7|7
Floran|M|1|1
Florenc|M|4|4
Florent|M|2|2
Florentina|F|1|1
Floresha|F|2|2
Florian|M|5|5
Florika|F|2|2
Florim|M|1|1
Florina|F|2|2
Florinda|F|4|4
Florjan|M|3|3
Flutura|F|6|6
Fotini|F|3|3
Foto|M|3|3
Fran|M|4|4
Franc|M|3|3
Fred|M|2|2
Freda|F|1|1
Frederik|M|5|5
Fredi|M|4|4
Frida|F|5|5
Fuat|M|4|4
Gafur|M|4|4
Gani|M|5|5
Ganimet|M|1|1
Gaqo|M|3|3
Garip|M|1|1
Gashi|M|1|1
Gasper|M|3|3
Gavrosh|M|3|3
Gazmend|M|5|5
Gazmir|M|3|3
Gazmira|F|1|1
Gazmor|M|1|1
Genc|M|6|6
Genci|M|6|6
Gent|M|4|4
Genti|M|4|4
Gentian|M|6|6
Gentiana|F|5|5
Gentjan|M|4|4
Gentjana|F|3|3
Gerald|M|3|3
Geralda|F|2|2
Geri|M|1|1
Gert|M|3|3
Gerta|F|4|4
Gerti|M|4|4
Gezim|M|8|8
Gezime|F|1|1
Gizdar|M|1|1
Gjelosh|M|1|1
Gjenovefa|F|3|3
Gjeraqina|F|1|1
Gjergj|M|5|5
Gjergji|M|7|7
Gjin|M|4|4
Gjinovefa|F|5|5
Gjok|M|3|3
Gjon|M|5|5
Gjovalin|M|5|5
Gjuljeta|F|1|1
Gjyle|F|2|2
Gjystina|F|2|2
Gligor|M|1|1
Godo|M|1|1
Gojart|M|1|1
Goro|M|1|1
Gramoz|M|4|4
Granit|M|1|1
Greta|F|5|5
Grigor|M|3|3
Griselda|F|3|3
Grishe|F|1|1
Gugash|M|2|2
Guri|F|5|5
Guxim|M|1|1
Habib|M|1|1
Habip|M|2|2
Haci|M|1|1
Hadije|F|1|1
Hadire|F|1|1
Hafize|F|1|1
Hajdar|M|4|4
Hajredin|M|4|4
Hajri|F|7|7
Hajrie|F|5|5
Hajrulla|M|3|3
Haki|M|5|5
Hakim|M|1|1
Halide|F|1|1
Halil|M|5|5
Halim|M|4|4
Halime|F|1|1
Halit|M|5|5
Hamdi|M|5|5
Hamid|M|1|1
Hamide|F|3|3
Hamit|M|4|4
Hamite|F|1|1
Hamza|M|3|3
Hane|F|1|1
Hanife|F|3|3
Hari|M|1|1
Harilla|M|3|3
Harillaq|M|2|2
Haris|M|1|1
Hariz|M|1|1
Hartina|F|1|1
Harun|M|1|1
Hasan|M|6|6
Hashim|M|1|1
Hasim|M|2|2
Hasime|F|1|1
Hatem|M|1|1
Hatixhe|F|6|6
Hava|F|2|2
Haxhi|M|6|6
Haxhire|F|3|3
Haydar|M|1|1
Hazbi|M|3|3
Hazir|M|2|2
Haziz|M|3|3
Hedie|F|1|1
Hektor|M|4|4
Hekuran|M|5|5
Helidon|M|4|4
Henri|M|3|3
Hetem|M|3|3
Hidajet|M|3|3
Hidajete|F|3|3
Hil|M|1|1
Hilda|F|1|1
Hilmi|M|4|4
Hiqmet|M|4|4
Hodo|M|3|3
Holta|F|3|3
Hristo|M|1|1
Hurma|F|1|1
Hylkije|F|1|1
Hyqmet|M|3|3
Hyri|F|1|1
Hyrije|F|1|1
Hysen|M|6|6
Hysni|M|5|5
Hysnie|F|1|1
Iakup|M|1|1
Ibrahim|M|6|6
Ibrahimi|M|1|1
Ibro|M|1|1
Idajet|M|4|4
Ideal|M|3|3
Idlir|M|3|3
Idriz|M|5|5
Idrizi|M|1|1
Igbal|M|1|1
Igli|M|3|3
Ihsan|M|1|1
Ikbal|F|1|1
Ikbale|F|4|4
Ilda|F|6|6
Ilia|M|5|5
Ilir|M|8|8
Ilira|F|5|5
Ilirian|M|1|1
Iliriana|F|2|2
Ilirjan|M|6|6
Ilirjana|F|5|5
Iljaz|M|4|4
Ilka|F|1|1
Ilmi|M|5|5
Ilo|M|4|4
Ilvo|M|1|1
Imelda|F|1|1
Imer|M|3|3
Ina|F|5|5
Indrit|M|4|4
Inesa|F|1|1
Inis|F|1|1
Ira|F|2|2
Irakli|M|4|4
Irena|F|7|7
Irfan|M|4|4
Irida|F|4|4
Irina|F|2|2
Irini|F|3|3
Iris|F|5|5
Irjat|M|2|2
Irma|F|5|5
Isa|M|4|4
Isak|M|3|3
Isida|F|3|3
Isidor|M|1|1
Islam|M|5|5
Ismail|M|6|6
Ismed|M?|1|1
Ismet|M|5|5
Istref|M|2|2
Isuf|M|5|5
Iva|F|3|3
Ivzi|M|3|3
Izet|M|4|4
Jace|M|2|2
Jak|M|3|3
Jakup|M|4|4
Janaq|M|3|3
Jani|M|6|6
Jasemin|M|1|1
Jashar|M|4|4
Jasim|M|1|1
Jasmina|F|1|1
Jera|F|1|1
Jergis|M|2|2
Jerina|F|1|1
Jeta|F|5|5
Jetmir|M|4|4
Jetmira|F|4|4
Jetnor|M|3|3
Jeton|M|4|4
Joana|F|2|2
Jolanda|F|5|5
Jona|F|2|2
Jonida|F|7|7
Jonila|F|1|1
Jonilda|F|2|2
Jonuz|M|4|4
Jordan|M|2|2
Jorgaq|M|4|4
Jorgia|F|1|1
Jorgji|M|5|5
Jorgo|M|5|5
Jorgos|M|1|1
Jorida|F|4|4
Josif|M|5|5
Jovan|M|3|3
Julian|M|5|5
Juliana|F|4|4
Julianda|F|1|1
Julika|F|2|2
Julinda|F|4|4
Juljan|M|2|2
Juna|F|3|3
Jusuf|M|3|3
Kacandone|F|1|1
Kadife|F|2|2
Kadire|F|1|1
Kadri|M|5|5
Kadrie|F|2|2
Kalie|F|1|1
Kaliopi|F|1|1
Kalo|M|3|3
Kamber|M|4|4
Kamelia|F|1|1
Kamer|M|2|2
Karaman|M|1|1
Kasem|M|4|4
Kastriot|M|6|6
Katerina|F|2|2
Katrina|F|1|1
Keida|F|2|2
Keler|M|1|1
Kelmend|M|1|1
Kelment|M|1|1
Kenan|M|1|1
Keti|F|4|4
Kimet|M|2|2
Kimete|F|2|2
Kita|F|1|1
Klarita|F|3|3
Kleanthi|F|4|4
Klement|M|3|3
Klementina|F|1|1
Klevis|M|2|2
Kliti|M|3|3
Kliton|M|3|3
Klodeta|F|4|4
Klodian|M|5|5
Klodiana|F|6|6
Klodjan|M|4|4
Klodjana|F|3|3
Klotilda|F|2|2
Koco|M|4|4
Kole|M|3|3
Koli|M|3|3
Korab|M|2|2
Kosova|F|1|1
Kosta|M|4|4
Kostanca|F|2|2
Kostandin|M|5|5
Kostaq|M|4|4
Kozeta|F|7|7
Kozma|M|4|4
Krenar|M|4|4
Kreshnik|M|5|5
Krist|M|1|1
Kristaq|M|6|6
Kristi|F|1|1
Kristina|F|5|5
Kristo|M|5|5
Kristofor|M|3|3
Ksenofon|M|2|2
Kudret|M|4|4
Kudrete|F|1|1
Kujtim|M|7|7
Kujtime|F|1|1
Kurti|M|1|1
Kushtrim|M|3|3
Laci|M|1|1
Laida|F|1|1
Lame|M|2|2
Landa|F|3|3
Lando|M|1|1
Latif|M|4|4
Laura|F|5|5
Lauresha|F|1|1
Laureta|F|5|5
Lavderim|M|1|1
Lavdi|F|1|1
Lavdie|F|5|5
Lavdim|M|1|1
Lavdimir|M|1|1
Lavdosh|M|3|3
Laver|M|3|3
Leandro|M|3|3
Ledi|M|2|2
Ledia|F|4|4
Ledian|M|1|1
Lediana|F|1|1
Ledina|F|1|1
Ledio|M|3|3
Ledion|M|3|3
Ledja|F|2|2
Ledjana|F|1|1
Ledjon|M|1|1
Ledjona|F|1|1
Lefka|F|1|1
Lefter|M|5|5
Leida|F|3|3
Lejla|F|6|6
Lek|M|3|3
Leka|M|3|3
Leke|M|3|3
Leonard|M|6|6
Leonarda|F|1|1
Leonidha|F|5|5
Leonora|F|6|6
Leta|F|1|1
Lida|F|5|5
Lidia|F|1|1
Lika|F|1|1
Lila|F|1|1
Lilana|F|1|1
Lili|F|5|5
Liljana|F|7|7
Liman|M|3|3
Lina|F|1|1
Lindita|F|8|8
Liri|F|6|6
Lirie|F|4|4
Lirije|F|4|4
Lirika|F|1|1
Lirim|M|4|4
Lisaveta|F|1|1
Lisjana|F|1|1
Liza|F|1|1
Llambi|M|4|4
Llambrini|F|1|1
Llambro|M|2|2
Llazar|M|5|5
Llazi|M|2|2
Llesh|M|3|3
Lluka|M|2|2
Llukan|M|3|3
Lola|F|1|1
Loni|M|3|3
Loran|M|1|1
Loren|M?|2|2
Lorena|F|5|5
Lorenc|M|5|5
Loreta|F|5|5
Lorida|F|1|1
Lorina|F|3|3
Luan|M|7|7
Luba|F|1|1
Ludmilla|F|4|4
Luftar|M|3|3
Luftim|M|1|1
Luigj|M|3|3
Luiza|F|6|6
Lula|F|1|1
Lulash|M|1|1
Lule|F|1|1
Lulezim|M|4|4
Lulezime|F|1|1
Luljeta|F|8|8
Lulmir|M|1|1
Lulzim|M|5|5
Lume|F|1|1
Lumir|M|1|1
Lumri|M|1|1
Lumturi|F|7|7
Lumturie|F|2|2
Lutfi|M|5|5
Magdalena|F|2|2
Mahir|M|1|1
Mahmudie|F|1|1
Mahmut|M|4|4
Majlinda|F|8|8
Makbule|F|3|3
Maklena|F|1|1
Maks|M|1|1
Maksim|M|6|6
Maksimiljan|M|1|1
Maksut|M|2|2
Malbora|F|1|1
Maliq|M|4|4
Maliqe|F|1|1
Malo|M|2|2
Maltina|F|1|1
Malva|F|2|2
Malvina|F|4|4
Mane|F|1|1
Manjola|F|6|6
Manol|M|3|3
Manola|F|1|1
Manuela|F|4|4
Manushaqe|F|2|2
Manushe|F|1|1
Marash|M|1|1
Margarita|F|6|6
Maria|F|3|3
Mariana|F|4|4
Marianthi|F|2|2
Marie|F|3|3
Mariel|F|1|1
Marika|F|4|4
Marina|F|1|1
Marinela|F|4|4
Mario|M|3|3
Marisa|F|2|2
Marjan|M|2|2
Marjana|F|6|6
Marjeta|F|7|7
Marjo|M|2|2
Marjola|F|3|3
Mark|M|5|5
Markel|M|1|1
Markelian|M|3|3
Markeljana|F|1|1
Marko|M|3|3
Marsel|M|3|3
Marsela|F|5|5
Marsida|F|5|5
Marsona|F|1|1
Martin|M|4|4
Mati|M|1|1
Matilda|F|6|6
Maze|F|1|1
Mefail|M|3|3
Mehdi|M|4|4
Mehmet|M|6|6
Mejreme|F|1|1
Mejtan|M|1|1
Mejte|F|1|1
Meleqe|F|2|2
Meliha|F|5|5
Meline|F|1|1
Mensur|M|3|3
Mentar|M|1|1
Mentor|M|5|5
Mergim|M|2|2
Meri|F|5|5
Merilda|F|1|1
Merita|F|8|8
Merkur|M|1|1
Merlinda|F|1|1
Mersin|M|4|4
Merushe|F|1|1
Mesude|F|1|1
Mevlan|M|4|4
Mexhit|M|3|3
Mico|M|3|3
Micol|F|2|2
Migena|F|5|5
Mihal|M|5|5
Mihallaq|M|3|3
Miho|M|2|2
Mikel|M|5|5
Milaim|M|2|2
Milena|F|3|3
Milo|M|2|2
Miltiadh|M|1|1
Miltjadh|M|2|2
Mimoza|F|9|9
Mina|F|5|5
Mine|F|4|4
Minella|F|5|5
Minire|F|3|3
Minush|M|1|1
Minushe|F|2|2
Mira|F|5|5
Miral|U|1|1
Miranda|F|7|7
Mirash|M|2|2
Mirbana|F|1|1
Mirdash|M|2|2
Mirela|F|7|7
Mirena|F|1|1
Mirgjen|M|1|1
Mirgjin|M|1|1
Mirjam|F|2|2
Mirjan|M|2|2
Mirjana|F|4|4
Mirjeta|F|3|3
Mirlind|M|1|1
Mirlinda|F|4|4
Mirton|M|1|1
Mirush|M|1|1
Mirvjen|M|2|2
Mirvjena|F|1|1
Mitat|M|3|3
Mithat|M|3|3
Moisi|M|3|3
Monika|F|5|5
Morena|F|2|2
Muhamed|M|3|3
Muhamet|M|6|6
Muharem|M|3|3
Muharrem|M|5|5
Muhedin|M|2|2
Muin|M|1|1
Mujo|M|2|2
Mukades|F|4|4
Munir|M|2|2
Murat|M|4|4
Murvete|F|1|1
Musa|M|5|5
Musli|M|2|2
Mustafa|M|5|5
Myfit|M|4|4
Myftar|M|5|5
Mynevere|F|3|3
Mynire|F|1|1
Mynyr|M|3|3
Myqerem|M|1|1
Myrte|F|3|3
Myrteza|M|3|3
Myrto|M|2|2
Myrvete|F|1|1
Myslym|M|3|3
Myzafer|M|4|4
Myzaferr|M|1|1
Myzejen|M|4|4
Nadir|M|1|1
Nadire|F|5|5
Nafie|F|1|1
Nafije|F|2|2
Nail|M|2|2
Naile|F|4|4
Naim|M|6|6
Naime|F|4|4
Najada|F|2|2
Nako|M|1|1
Namik|M|4|4
Napolon|M|3|3
Naresa|F|1|1
Narmin|F|1|1
Nasi|F|4|4
Nasibe|F|2|2
Natasha|F|7|7
Naum|M|3|3
Naun|M|3|3
Naxhi|M|1|1
Naxhie|F|1|1
Naxhije|F|1|1
Nazar|M|2|2
Nazif|M|4|4
Nazife|F|1|1
Nazim|M|1|1
Nazlije|F|1|1
Nazmi|M|5|5
Nazmie|F|1|1
Nazmije|F|2|2
Ndricim|M|5|5
Ndue|M|4|4
Nebi|M|3|3
Necip|M|2|2
Nedin|M|1|1
Nehat|M|3|3
Neli|F|1|1
Nereida|F|1|1
Neriman|F|1|1
Nerimane|F|1|1
Neritan|M|5|5
Nermin|F|2|2
Nertil|M|4|4
Nertila|F|7|7
Nesa|F|1|1
Neset|M|1|1
Neshet|M|2|2
Nesim|M|2|2
Nesti|M|4|4
Nestor|M|1|1
Nevil|M|1|1
Nevila|F|5|5
Nevrie|F|3|3
Nevruz|M|4|4
Nevzat|M|2|2
Nexhat|M|4|4
Nexhi|M|2|2
Nexhip|M|3|3
Nexhmedin|M|1|1
Nexhmi|M|3|3
Nexhmie|F|2|2
Nexhmije|F|1|1
Nezir|M|4|4
Nigjare|F|1|1
Nihat|M|3|3
Nik|M|2|2
Niko|M|5|5
Nikoleta|F|1|1
Nikolin|M|4|4
Nikolina|F|1|1
Nikoll|M|4|4
Nikolla|M|5|5
Nikollaq|M|5|5
Nikolle|F|1|1
Nirvana|F|1|1
Nizam|M|1|1
Njazi|M|5|5
Nonda|M|1|1
Nora|F|3|3
Novruz|M|4|4
Nuredin|M|3|3
Nuri|M|4|4
Nurie|F|2|2
